locustag,asmid,species_name,phylum,subphylum,class,order,family,genus,total_proteins,adhesion_count,adhesion_fraction,mean_adhesion_prob,median_adhesion_prob
F96223D5,GCA_029378395.1_Myclep1,Mycena leptocephala,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,65552,1099,0.0167653160849402,0.7967338489535942,0.8261
FDFDC980,GCA_029448575.1_Mycmac1,Mycena maculata,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,19510,248,0.012711430035879037,0.8164221774193549,0.8486
FE882FED,GCA_029378385.1_Mycmet1,Mycena metata,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,33430,584,0.01746933891714029,0.8045402397260274,0.8314
FF09925B,GCA_029378375.1_Mycoli1,Mycena olivaceomarginata,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,85978,1038,0.012072855846844541,0.7869250481695569,0.8109999999999999
F2A4F6F0,GCA_029449255.1_Mycpol1,Mycena polygramma,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,32871,391,0.011894983420035898,0.7963895140664962,0.8236
F80329BF,GCA_029281405.1_Mycpur1,Mycena pura,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,21426,333,0.015541865023802856,0.7874978978978979,0.8028
FE13C428,GCA_029282285.1_Mycreb1,Mycena rebaudengoi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,45482,714,0.015698518095070578,0.7883079831932773,0.80925
F15A4E68,GCA_029378255.1_Mycros1,Mycena rosella,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,27265,379,0.013900605171465248,0.7941746701846966,0.8185
FDED568B,GCA_014462675.1_ASM1446267v1,Mycena sanguinolenta,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,29042,534,0.01838716341849735,0.7994430711610487,0.8305
FDB022CA,GCA_029204085.1_Myc59_1,Mycena sp. CBHHK59/15,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,38908,353,0.009072684280867688,0.7851441926345609,0.8033
FB473996,GCA_023547045.1_ASM2354704v1,Mycena sp. WM,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,20258,247,0.012192713989534998,0.7897121457489878,0.7972
F39AF692,GCA_014462655.1_ASM1446265v1,Mycena venus,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,27934,487,0.0174339514570058,0.7921663244353183,0.8036
F568C820,GCA_029203975.1_Mycvit1,Mycena vitilis,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,21323,250,0.011724429020306711,0.8051796,0.8220000000000001
FA6CE80F,GCA_029204335.1_Mycvul1,Mycena vulgaris,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,40071,649,0.016196251653315365,0.8077816640986133,0.8394
F4FE3485,GCA_022814195.1_ASM2281419v1,Mycoblastus sanguinarius,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanorales,Mycoblastaceae,Mycoblastus,12148,169,0.0139117550214027,0.8744662721893491,0.9505
F6714C01,GCA_036937075.1_ASM3693707v1,Mycocalia duriaeana,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Nidulariaceae,Mycocalia,7517,81,0.01077557536251164,0.8235567901234568,0.8783
F1458033,GCA_022701365.1_ASM2270136v1,Mycocentrospora acerina,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,,Mycocentrospora,9877,119,0.012048192771084338,0.8532436974789916,0.9089
F18CA942,GCA_027575805.1_UCR_MyscNBRC100468_1.0,Mycoemilia scoparia,Zoopagomycota,Kickxellomycotina,Kickxellomycetes,Kickxellales,Kickxellaceae,Mycoemilia,6406,76,0.011863877614736186,0.8361631578947368,0.8901
FF794B0D,GCA_025331125.1_ASM2533112v1,Mycogone perniciosa,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Mycogone,9503,124,0.013048510996527412,0.8423379032258065,0.9068
F57A44D1,GCA_001297265.1_ASM129726v1,Mycosphaerella arachidis,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,10592,146,0.013783987915407855,0.863113698630137,0.9353
FCFE2DDB,GCA_002153405.1_ASM215340v1,Mycosphaerella populi,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,9948,101,0.010152794531564133,0.8458792079207921,0.9063
FAAC03CD,GCA_002116345.1_ASM211634v1,Mycosphaerella sp. PB-2012b,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,8581,131,0.015266285980654935,0.8603015267175572,0.9408
F6DE53D0,GCA_000504405.2_ASM50440v2,Mycosphaerella sp. Ston1,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,8721,114,0.013071895424836602,0.8622578947368421,0.95015
F8BC86FD,GCA_002785995.1_ASM278599v1,Mycosphaerelloides madeirae,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerelloides,11766,182,0.015468298487166411,0.8438357142857142,0.91205
F5387F0C,GCF_025528875.1_Mycafr1,Mycotypha africana,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,9054,67,0.007400044179368235,0.857265671641791,0.8725
F132E050,GCA_018221655.1_ASM1822165v1,Myochromella boudieri,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Lyophyllaceae,Myochromella,12793,136,0.010630813726256547,0.8248911764705882,0.8748
FC452C90,GCA_032988175.1_ASM3298817v1,Myotisia sp. PD_48,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,,Myotisia,7564,85,0.0112374405076679,0.8894894117647059,0.9454
F3879F8B,GCA_010093895.1_Myrdu1,Myriangium duriaei,Ascomycota,Pezizomycotina,Dothideomycetes,Myriangiales,Myriangiaceae,Myriangium,9399,226,0.024045111182040644,0.8632004424778761,0.92075
F0E3EC65,GCA_002162495.1_ASM216249v1,Myriosclerotinia curreyana,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Myriosclerotinia,10011,164,0.016381979822195584,0.8500390243902439,0.9046000000000001
F6FEBE1D,GCA_002162615.1_ASM216261v1,Myriosclerotinia duriaeana,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Myriosclerotinia,10126,174,0.017183488050562908,0.8595706896551724,0.9165
F7B9414A,GCA_002162505.1_ASM216250v1,Myriosclerotinia scirpicola,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Myriosclerotinia,10294,191,0.01855449776568875,0.8576811518324607,0.927
F1D9984E,GCA_019775845.1_ASM1977584v1,Myrmaecium sp. VS I D KN 1,Ascomycota,Pezizomycotina,Dothideomycetes,Valsariales,Valsariaceae,Myrmaecium,7536,120,0.01592356687898089,0.8673433333333334,0.9293
F5B1A1E8,GCF_010093595.1_Mytre1,Mytilinidion resinicola,Ascomycota,Pezizomycotina,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Mytilinidion,13597,180,0.013238214311980584,0.8678555555555556,0.9458
F65DC327,GCA_030571195.1_ASM3057119v1,Myxozyma geophila,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5751,38,0.0066075465136498,0.87885,0.9468000000000001
F03FEF35,GCA_030568365.1_ASM3056836v1,Myxozyma kluyveri,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5691,42,0.007380073800738007,0.8759904761904762,0.9295
F362A58F,GCA_030564125.1_ASM3056412v1,Myxozyma lipomycoides,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5817,35,0.006016847172081829,0.9084771428571429,0.9724
F4AEDF05,GCF_037950935.1_Myxme1,Myxozyma melibiosi,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5969,49,0.00820908024794773,0.8457346938775511,0.9
F60DF2F9,GCA_030568405.1_ASM3056840v1,Myxozyma monticola,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,6818,46,0.0067468465825755355,0.8705478260869566,0.95215
F08C3DBB,GCA_030571435.1_ASM3057143v1,Myxozyma mucilagina,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5876,39,0.00663716814159292,0.888097435897436,0.9383
F437A7C6,GCA_030570675.1_ASM3057067v1,Myxozyma neglecta,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,6038,32,0.005299768135144088,0.919359375,0.9734499999999999
F412B7E0,GCA_030568295.1_ASM3056829v1,Myxozyma neotropica,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5740,41,0.007142857142857143,0.8722951219512195,0.9231
F6128D3A,GCA_030580395.1_ASM3058039v1,Myxozyma nipponensis,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5583,45,0.008060182697474477,0.8386,0.9052
FF5D997E,GCA_030568315.1_ASM3056831v1,Myxozyma sirexii,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5753,39,0.006779071788632018,0.8993692307692308,0.9748
FA6CC29E,GCA_030705025.1_ASM3070502v1,Myxozyma udenii,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5736,45,0.007845188284518828,0.8574,0.9446
F0C500F3,GCA_030556335.1_ASM3055633v1,Myxozyma vanderwaltii,Ascomycota,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Myxozyma,5804,36,0.006202618883528601,0.9016222222222222,0.9581
FC8427D3,GCA_030563525.1_ASM3056352v1,Nadsonia commutata,Ascomycota,Saccharomycotina,Dipodascomycetes,Dipodascales,,Nadsonia,5378,40,0.007437709185570844,0.875645,0.95695
F3C14E4D,GCA_001661315.1_Nadfu1,Nadsonia fulvescens,Ascomycota,Saccharomycotina,Dipodascomycetes,Dipodascales,,Nadsonia,5307,44,0.008290936498963633,0.8734295454545454,0.94735
F3225560,GCA_030560865.1_ASM3056086v1,Nadsonia starkeyi-henricii,Ascomycota,Saccharomycotina,Dipodascomycetes,Dipodascales,,Nadsonia,5466,60,0.010976948408342482,0.8877683333333334,0.9731000000000001
FEAFBF76,GCA_021527695.1_ASM2152769v1,Naematelia aurantialba,Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Naemateliaceae,Naematelia,6595,63,0.009552691432903715,0.7739301587301587,0.773
F57F7027,GCA_002105065.1_Treen1,Naematelia encephala,Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Naemateliaceae,Naematelia,6789,52,0.007659449108852556,0.8214576923076923,0.83785
F6CFC146,GCA_012922715.1_ASM1292271v1,Naganishia adeliensis,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,5869,47,0.008008178565343329,0.8294553191489362,0.8678
F41582AC,GCA_001599735.1_JCM_2334_assembly_v001,Naganishia albida,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,6277,59,0.009399394615262067,0.7979813559322034,0.827
F775406D,GCA_025758675.1_ASM2575867v1,Naganishia antarctica,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,6373,48,0.007531774674407657,0.8135791666666666,0.82365
F2D0E974,GCA_030039265.1_MNACCFEE_5261,Naganishia cerealis,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,9252,69,0.0074578469520103765,0.8674666666666667,0.9492
FF568B29,GCA_037832395.1_ASM3783239v1,Naganishia diffluens,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,5907,46,0.007787370915862536,0.8083195652173913,0.8534999999999999
F5D1CBEA,GCA_030039255.1_MNACCFEE_5423,Naganishia friedmannii,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,6647,51,0.0076726342710997444,0.8274607843137255,0.8681
FCC7E657,GCA_022813745.1_ASM2281374v1,Naganishia kalamii,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,7430,69,0.009286675639300135,0.8031420289855072,0.8385
FB32B57A,GCA_013423385.1_N_liquefaciens_N6_1.0,Naganishia liquefaciens,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,5859,48,0.00819252432155658,0.8500333333333333,0.86985
F42211FE,GCA_030039215.1_DBVPG_5303,Naganishia onofrii,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,7174,61,0.008502927237245609,0.7839377049180328,0.7787
F0CF2E68,GCA_013461525.1_ASM1346152v1,Naganishia randhawae,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,6054,51,0.00842418235877106,0.8119450980392157,0.8339
F2645225,GCA_012922685.1_ASM1292268v1,Naganishia sp. IF7SW-B1,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,5928,53,0.008940620782726045,0.8366358490566038,0.8508
FFA06BC4,GCA_030039245.1_MNACCFEE_5425,Naganishia vaughanmartiniae,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,6455,60,0.009295120061967466,0.8066816666666666,0.8589
F565D87F,GCA_015708705.1_Nagvi1,Naganishia vishniacii,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,5692,39,0.0068517217146872806,0.8331846153846154,0.9023
F87F2ED1,GCA_030569875.1_ASM3056987v1,Nakaseomyces bracarensis,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,5151,143,0.027761599689380703,0.9000244755244755,0.9762
FBE89C8D,GCA_001039675.1_AGH_PRJEB150_V1,Nakaseomyces delphensis,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,4955,62,0.012512613521695257,0.8615612903225807,0.9560500000000001
FAF6C76C,GCF_010111755.1_ASM1011175v1,Nakaseomyces glabratus,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,5092,106,0.020816967792615867,0.9149849056603774,0.9824999999999999
F5F1254D,GCA_030556385.1_ASM3055638v1,Nakaseomyces kungkrabaensis,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,5040,95,0.018849206349206348,0.9150115789473684,0.9902
F03A19A3,GCA_017309295.1_JHU_Cniv_v1,Nakaseomyces nivariensis,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,5075,92,0.01812807881773399,0.9323239130434783,0.99125
FF653874,GCA_030571395.1_ASM3057139v1,Nakaseomyces sp. UFMG-CM-Y6046,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,5253,136,0.025889967637540454,0.9013882352941176,0.97365
F7A41385,GCA_030564085.1_ASM3056408v1,Nakaseomyces uthaithaninus,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,5023,98,0.01951025283695003,0.8864295918367346,0.9601500000000001
F40B6EF5,GCA_003049435.1_ASM304943v1,Nakataea oryzae,Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthales,Magnaporthaceae,Nakataea,9524,145,0.015224695506089878,0.8311013793103448,0.865
FD1790E2,GCA_024271865.1_ASM2427186v1,Nakazawaea ambrosiae,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5297,52,0.009816877477817633,0.9068615384615385,0.9737
F5B9607C,GCA_030556755.1_ASM3055675v1,Nakazawaea anatomiae,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5888,55,0.009341032608695652,0.9048272727272727,0.9814
FFE2B3F1,GCA_030567655.1_ASM3056765v1,Nakazawaea ernobii,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,6062,58,0.009567799406136588,0.8824344827586207,0.9649000000000001
F7B46DB9,GCA_003706265.2_ASM370626v2,Nakazawaea holstii,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5943,73,0.012283358573111223,0.9212410958904109,0.9968
FE7B72C4,GCA_022817945.1_ASM2281794v1,Nakazawaea ishiwadae,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5925,63,0.010632911392405063,0.8851746031746032,0.9523
F821EE0D,GCA_030704985.1_ASM3070498v1,Nakazawaea laoshanensis,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5191,53,0.010209978809477943,0.8771075471698113,0.9386
F2002239,GCA_030569155.1_ASM3056915v1,Nakazawaea molendinolei,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5361,42,0.00783435926133184,0.8788857142857143,0.9379
F2FE314B,GCA_001599355.1_JCM_9829_assembly_v001,Nakazawaea peltata,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5341,64,0.01198277476128066,0.9451484375,0.9903
FD0DB6FE,GCA_030567755.1_ASM3056775v1,Nakazawaea pomicola,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5812,60,0.01032346868547832,0.9012766666666666,0.97305
FF7A6A8D,GCA_030557235.1_ASM3055723v1,Nakazawaea populi,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5842,58,0.009928106812735364,0.8896396551724138,0.9878
F4278D6D,GCA_030569775.1_ASM3056977v1,Nakazawaea siamensis,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5148,44,0.008547008547008548,0.8629431818181819,0.9359500000000001
FB541C92,GCA_030571255.1_ASM3057125v1,Nakazawaea sp. yHDR128,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5528,38,0.006874095513748191,0.8573342105263158,0.94035
FCA7B315,GCA_030567635.1_ASM3056763v1,Nakazawaea wickerhamii,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5458,47,0.008611212898497618,0.8886021276595745,0.9532
F6CDA63E,GCA_030567715.1_ASM3056771v1,Nakazawaea wyomingensis,Ascomycota,Saccharomycotina,Pichiomycetes,Alaninales,Pachysolenaceae,Nakazawaea,5786,58,0.010024196335983409,0.8982172413793104,0.9706
F94BF6A1,GCF_000150975.2_MS_CBS118893,Nannizzia gypsea,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Arthrodermataceae,Nannizzia,7970,83,0.01041405269761606,0.8686096385542169,0.9197
F53B407F,GCA_029635245.1_ASM2963524v1,Nannizziopsis arthrosporioides,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Nannizziopsiaceae,Nannizziopsis,7320,66,0.009016393442622951,0.8617257575757575,0.92645
FCEEA8F2,GCA_014964245.1_Nbarb_1.0,Nannizziopsis barbatae,Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Nannizziopsiaceae,Nannizziopsis,7829,85,0.010857069868437859,0.8316305882352941,0.9215
FF348104,GCA_030568095.1_ASM3056809v1,Naumovozyma baii,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,5288,68,0.012859304084720122,0.8938352941176471,0.97835
F187FA91,GCF_000237345.1_ASM23734v1,Naumovozyma castellii,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,5448,79,0.014500734214390602,0.8984620253164557,0.9901
FC695E99,GCF_000227115.2_ASM22711v2,Naumovozyma dairenensis,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,5377,67,0.012460479821461782,0.8734477611940299,0.9568
FC6EB23A,GCA_002682825.1_ASM268282v1,Neonectria sp. B-13,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,15753,260,0.016504792737891197,0.8488915384615384,0.90465
F655C3A7,GCA_017654865.1_FW16,Fusarium sp. FW16.1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,14496,281,0.01938465783664459,0.8758309608540925,0.9519
F42703A8,GCA_029299875.1_ASM2929987v1,Nectriaceae sp.,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,,9279,189,0.020368574199806012,0.8813232804232805,0.9649
F1E40D87,GCA_023628695.1_ASM2362869v1,Nectriaceae sp. PG4201,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,,12090,178,0.014722911497105046,0.8634494382022472,0.9375
FA2DE54E,GCA_022578505.1_Nemabo1,Nemania abortiva,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Nemania,13592,226,0.01662742789876398,0.8190946902654868,0.8607
FFD57DD5,GCA_029590615.1_Nemania_bipapillata_reassambly_v1,Nemania bipapillata,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Nemania,10706,161,0.015038296282458435,0.8236111801242236,0.8671
FE84BC82,GCA_038501195.1_ASM3850119v1,Nemania diffusa,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Nemania,12169,227,0.018653956775412935,0.8201343612334802,0.8666
FBBD5758,GCA_022578855.1_NsAZ0576_1,Nemania serpens,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Nemania,11576,196,0.016931582584657913,0.8365688775510204,0.8875500000000001
F4AF7CFD,GCA_022432375.1_NeFL0031_2,Nemania sp. FL0031,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Nemania,13032,214,0.01642111724984653,0.831472429906542,0.88845
F0F046B5,GCA_022578715.1_NeFL0916_1,Nemania sp. FL0916,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Nemania,11502,195,0.01695357329160146,0.7999446153846154,0.8321
F62503F9,GCA_022578495.1_Nemani1,Nemania sp. NC0429,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Nemania,11089,186,0.016773379024258274,0.8289344086021505,0.89005
FB82AC43,GCA_001642395.1_ASM164239v1,Nematocida displodere,Microsporidia,Microsporidiomycotina,,,,Nematocida,1655,4,0.002416918429003021,0.9431,0.948
F566CDE5,GCF_021653875.1_ASM2165387v1,Nematocida major,Microsporidia,Microsporidiomycotina,,,,Nematocida,1896,6,0.0031645569620253164,0.7643833333333333,0.8002
F29DF415,GCA_024244115.1_ncid_AWRm77,Nematocida sp. AWRm77,Microsporidia,Microsporidiomycotina,,,,Nematocida,1442,3,0.0020804438280166435,0.7812333333333333,0.824
F102D2A7,GCA_030572795.1_ASM3057279v1,Nematodospora anomalae,Ascomycota,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Nematodospora,5395,55,0.010194624652455977,0.8764927272727273,0.955
FF87F2F1,GCA_030565165.1_ASM3056516v1,Nematodospora valgi,Ascomycota,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Nematodospora,5411,57,0.010534097209388284,0.8777578947368421,0.9389
F73AA024,GCF_022829205.1_ASM2282920v1,Neoarthrinium moseri,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Apiosporaceae,Neoarthrinium,11638,195,0.01675545626396288,0.8178558974358975,0.8651
F354BC4E,GCA_019775935.1_ASM1977593v1,Neoascochyta sp. HWLR27,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,9011,125,0.013871934302519144,0.8503576,0.9178
F1316933,GCA_003316195.1_ASM331619v1,Neoboletus brunneissimus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Neoboletus,11954,82,0.006859628576208801,0.8300012195121951,0.8741
FCA7D8D6,GCA_038093815.1_DLT08-065-Neoboletus-cf-brunneissimus,Neoboletus cf. brunneissimus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Neoboletus,9410,58,0.0061636556854410204,0.8309103448275862,0.9
F55B7AB4,GCA_003316145.1_ASM331614v1,Neoboletus magnificus,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Neoboletus,9083,64,0.007046130133215898,0.8146265625,0.8466
F8858998,GCA_003988965.1_ASM398896v1,Neobulgaria alba,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Gelatinodiscaceae,Neobulgaria,9869,205,0.020772114702604115,0.8482917073170732,0.9171
FFD52AD1,GCA_002104975.1_Neocallimastix_sp._G1_v1.0,Neocallimastix californiae,Chytridiomycota,Neocallimastigomycotina,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Neocallimastix,33178,799,0.02408222315992525,0.80689436795995,0.8349
FE7BC5D9,GCA_016946835.1_ASM1694683v1,Neocallimastix sp. JGI-2020a,Chytridiomycota,Neocallimastigomycotina,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Neocallimastix,28380,896,0.03157152924594785,0.8148660714285715,0.8564
FDCFC706,GCA_022814695.1_ASM2281469v1,Neocatenulostroma microsporum,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Neocatenulostroma,25340,367,0.014483030781373323,0.8504613079019073,0.9212
FC345CF7,GCA_025603075.1_Conth1,Neoconidiobolus thromboides,Zoopagomycota,Entomophthoromycotina,Entomophthoromycetes,Entomophthorales,Ancylistaceae,Neoconidiobolus,7297,168,0.02302316020282308,0.8544285714285714,0.9197
FD0341E5,GCA_027946455.1_ASM2794645v1,Neocucurbitaria cava,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,11730,162,0.01381074168797954,0.857212962962963,0.9256
FF7E87E6,GCA_027946375.1_ASM2794637v1,Neodidymelliopsis sp. IMI 364377,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Neodidymelliopsis,9945,140,0.014077425842131725,0.8444435714285714,0.91635
FB2B7B0A,GCA_030412615.1_ASM3041261v1,Neodothiora pruni,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Dothioraceae,Neodothiora,9044,188,0.020787262273330383,0.8746648936170213,0.95305
FC19EF4E,GCA_031967955.1_ASM3196795v1,Neofusicoccum caryigenum,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,12468,233,0.01868784087263394,0.8359570815450644,0.8982
